clip_id,path,device,material,region,pressure_mpa,flow_ms,noise_category,window,rep,md5,group_id,fold
c5c5903c1822a,leak acoustic data/ductile iron-NA-0.1192 MPa-2.95 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.1192 MPa,2.95 ms,NA,0,1,3e69f480352ee5e6bce63ee249aae089,gf3773ae361,train
c5c60005e5f43,leak acoustic data/ductile iron-zone 2-0.31 MPa-1.16 ms-noise logger-0-1.wav,noise logger,ductile iron,zone 2,0.31 MPa,1.16 ms,NA,0,,f5225af37f1863060293fd15510778cb,gb8b74c622f,test
c5c89efaa36f3,no leak acoustic data/pe-zone 2-NA-NA-noise logger_0-1_1.wav,noise logger,pe,zone 2,NA,NA,NA,0,1,3cbf630a095c1ab9f4ca3a423914443e,g3aa9a8f111,val
c5c8f9d3d19da,no leak acoustic data/pe-zone 2-NA-NA-noise logger_1-2_2.wav,noise logger,pe,zone 2,NA,NA,NA,1,2,8f9499330f32d1cff7996eba2bdbc40e,g3aa9a8f111,val
c5d3608b6230d,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_3-4.wav,noise logger,ductile iron,NA,NA,NA,NA,3,,e3ee3a1fa82f3c489e4f836be42bbad6,g07ac25f1e0,train
c5dbb83749d5b,leak acoustic data/pe-NA-0.0717 MPa-2.09 ms-noise logger-0-1.wav,noise logger,pe,NA,0.0717 MPa,2.09 ms,NA,0,,df3d187b338812daa14c0eb0cc64f44f,g687b1c097c,train
c5e24e8064171,no leak acoustic data/pe-NA-NA-NA-noise logger_3-4.wav,noise logger,pe,NA,NA,NA,NA,3,,d39fccfe87816c54e165c26f57108917,g46286703fa,train
c5eb4472b1b2e,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_4-5_3.wav,noise logger,ductile iron,NA,NA,NA,NA,4,3,93509c5f48cc8f8e139bb3a7899a254f,g07ac25f1e0,train
c5f033e45aca1,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_1-2_4.wav,noise logger,ductile iron,NA,NA,NA,NA,1,4,031bbf80a94f09487a8a7cfba2643495,g07ac25f1e0,train
c5f29eeabae8a,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_3-4_2.wav,noise logger,ductile iron,NA,NA,NA,NA,3,2,47467b0ef62e22153afbada376e77a9f,g07ac25f1e0,train
c5fa0219bdd8d,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_0-1_16.wav,noise logger,ductile iron,NA,NA,NA,NA,0,16,f875b168e74983f17852dfa654e38dff,g07ac25f1e0,train
c5fa80d40409a,leak acoustic data/ductile iron-zone 2-0.312 MPa-0.9 ms-noise logger-0-1_1.wav,noise logger,ductile iron,zone 2,0.312 MPa,0.9 ms,NA,0,1,8ac328874e62b794bfccfb097e8fbe8c,gbd8e42847a,val
c5ffdab287421,leak acoustic data/ductile iron-zone 2-0.315 MPa-1.34 ms-noise logger-0-1_3.wav,noise logger,ductile iron,zone 2,0.315 MPa,1.34 ms,NA,0,3,5bdae83b72440edcb955ca4171f03f7e,g411f1c3a8a,train
c604d2bdf8a54,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_4-5_1.wav,hydrophone,pe,zone 2,NA,NA,NA,4,1,d4f29d3d58ce2da3bcf49d6fec1421a9,g3aa9a8f111,val
c609cf09670e6,leak acoustic data/ductile iron-NA-0.2866 MPa-4.50 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.2866 MPa,4.50 ms,NA,0,1,695708608253e9f0b8b3559759e7121f,ge4eb0c7012,val
c611e16457512,leak acoustic data/ductile iron-NA-0.2425 MPa-4.01 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.2425 MPa,4.01 ms,NA,0,1,d38745387af8212f4a94e216e41ff196,gd5a38bc872,train
c61500fa08d75,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_2-3_6.wav,noise logger,ductile iron,zone 2,NA,NA,NA,2,6,8c3534616e2201627c8d92eddfd743a1,ga4d5f79c1b,test
c61b37cbd2848,environmental noise/alarm_1-NA-noise logger_4-5.wav,noise logger,NA,NA,NA,NA,alarm_1,4,,9a4a2e9eae4ddc59d760477027f1a7d1,gd4dd0ea349,val
c61d6fddd9454,leak acoustic data/ductile iron-zone 2-0.31 MPa-1.16 ms-noise logger-0-1_2.wav,noise logger,ductile iron,zone 2,0.31 MPa,1.16 ms,NA,0,2,4558402696d346bca4d675dd3801659b,gb8b74c622f,test
c620fa5ef58ff,no leak acoustic data/pe-zone 2-NA-NA-noise logger_4-5_4.wav,noise logger,pe,zone 2,NA,NA,NA,4,4,edbdb4407356ab41cf377a2fff3ef452,g3aa9a8f111,val
c6236482dc10c,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_2-3_6.wav,noise logger,ductile iron,NA,NA,NA,NA,2,6,819c2fb3bf7c5b664102e6eab3d59450,g07ac25f1e0,train
c62aba77a5a76,leak acoustic data/ductile iron-zone 2-0.312 MPa-0.9 ms-noise logger-0-1_3.wav,noise logger,ductile iron,zone 2,0.312 MPa,0.9 ms,NA,0,3,9359924e73c0fc9d8fd3bc6d9f380d42,gbd8e42847a,val
c6319dfab0223,environmental noise/dog_1-NA-noise logger_4-5.wav,noise logger,NA,NA,NA,NA,dog_1,4,,527cc11f7ad3d67f32dfa5d8d33b6caf,ge2dbda8d9a,test
c633861a18148,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_4-5.wav,hydrophone,pe,zone 2,NA,NA,NA,4,,a2eedd0dbf448098119a87d2a9637d7c,g3aa9a8f111,val
c63e2c213d4c3,leak acoustic data/ductile iron-NA-0.3024 MPa-4.58 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3024 MPa,4.58 ms,NA,0,1,1e41d8ff06e69fc9defed91021f3473e,g3717c759ba,train
c64160dd826c1,leak acoustic data/pe-NA-0.2233 MPa-3.77 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.2233 MPa,3.77 ms,NA,0,1,0db0c63c521853f4fdc9be45ae3d8ea9,gb577968cb1,train
c641e51be72f8,no leak acoustic data/pe-NA-NA-NA-noise logger_1-2_1.wav,noise logger,pe,NA,NA,NA,NA,1,1,a575957d044856f69bc2b4d3660c52f5,g46286703fa,train
c64243712bd02,no leak acoustic data/pe-NA-NA-NA-noise logger_1-2.wav,noise logger,pe,NA,NA,NA,NA,1,,7319b1e027b08eef86e055545b9400e3,g46286703fa,train
c6450add89e89,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_4-5_9.wav,noise logger,ductile iron,NA,NA,NA,NA,4,9,edf03ec09b3c36265b8faa619ee3a017,g07ac25f1e0,train
c64539ba804e2,no leak acoustic data/pe-NA-NA-NA-noise logger_4-5_13.wav,noise logger,pe,NA,NA,NA,NA,4,13,e07079e034767a0d7a514f8c6d0198f6,g46286703fa,train
c65266e74bed5,environmental noise/engine_2-NA-noise logger_3-4.wav,noise logger,NA,NA,NA,NA,engine_2,3,,2e716299b93c8c655b121455854203bd,gc6ab9b7692,val
c652f52c7f1d2,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_3-4.wav,noise logger,ductile iron,zone 2,NA,NA,NA,3,,08e4f61040ff6e0ce7f72bf58494de1c,ga4d5f79c1b,test
c656d7aa59416,environmental noise/hydrant_89-NA-noise logger_3-4.wav,noise logger,NA,NA,NA,NA,hydrant_89,3,,4834e2521312b98303e5daaccde8566d,g3f429d8026,train
c65ba20f1031b,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_0-1_7.wav,noise logger,ductile iron,NA,NA,NA,NA,0,7,a4893d5ea7de684781f779cb281f0633,g07ac25f1e0,train
c65bf9aed92aa,leak acoustic data/pe-NA-0.2630 MPa-4.11 ms-noise logger-0-1.wav,noise logger,pe,NA,0.2630 MPa,4.11 ms,NA,0,,df123f0535d88e710e66c0c4d2146168,g2e6d88fb97,train
c65dafe1ee595,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_1-2_2.wav,noise logger,ductile iron,NA,NA,NA,NA,1,2,9177016b70a4f20fa7411973012c6b1c,g07ac25f1e0,train
c6626248f43db,leak acoustic data/pe-NA-0.2339 MPa-4.20 ms-hydrophone-2-3.wav,hydrophone,pe,NA,0.2339 MPa,4.20 ms,NA,2,,337691ecd2f94874d7c277dcea87ca4f,g31f494f9af,val
c662ad24aa34b,no leak acoustic data/pe-NA-NA-NA-noise logger_4-5_8.wav,noise logger,pe,NA,NA,NA,NA,4,8,314d1fb318fe43e4ddd2828a463c1a99,g46286703fa,train
c669a4ff99d0c,leak acoustic data/NA-NA-0.3137 MPa-0.42 ms-noise logger-0-1.wav,noise logger,NA,NA,0.3137 MPa,0.42 ms,NA,0,,3bc77560d97d19329c128bb74022f8ea,g52f27520ea,test
c66e1773fcc5c,environmental noise/grass noise-zone 2-noise logger_1-2.wav,noise logger,NA,zone 2,NA,NA,grass noise,1,,02b3f7c3416d3d6500de48b2fea3f3e3,g5ac5d63683,test
c66f70dea6bb1,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_0-1_12.wav,noise logger,ductile iron,NA,NA,NA,NA,0,12,86933112837360f9b981babf3a205e41,g07ac25f1e0,train
c671edf2683e3,no leak acoustic data/pe-zone 2-NA-NA-noise logger_3-4.wav,noise logger,pe,zone 2,NA,NA,NA,3,,8fb8a6547a5635918d50bb60a03937d4,g3aa9a8f111,val
c673101756e34,leak acoustic data/steel-zone 1-0.32 MPa-NA-hydrophone-0-1_1.wav,hydrophone,steel,zone 1,0.32 MPa,NA,NA,0,1,4cec568d0b24fcf9f4b5beb1aec18920,g65d54c7887,val
c6775ffd42d51,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_3-4_4.wav,hydrophone,pe,zone 2,NA,NA,NA,3,4,4be33a6d461149461a2cfeeb9ce49986,g3aa9a8f111,val
c6793f133fb84,no leak acoustic data/pe-NA-NA-NA-hydrophone_3-4_3.wav,hydrophone,pe,NA,NA,NA,NA,3,3,6c17f40193c53d3dc5b7a4bb74700e6a,g46286703fa,train
c682e47ff5af3,leak acoustic data/ductile iron-NA-0.3137 MPa-0.4 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.3137 MPa,0.4 ms,NA,0,,8d3cf9375701cafb085c4fd8ad86616e,g6cad5007b8,train
c6912ec3ca658,leak acoustic data/pe-NA-0.1869 MPa-3.77 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.1869 MPa,3.77 ms,NA,0,1,d3eff1f0033f554a99802994b3eb85d0,gdc4d4d1b74,train
c6920a1e92415,leak acoustic data/ductile iron-NA-0.2405 MPa-4.00 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.2405 MPa,4.00 ms,NA,0,,7c5ba2b3eb7f3b3deff600163310bbd6,gfb07c776d5,test
c69396caf286c,leak acoustic data/pe-NA-0.2269 MPa-3.95 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.2269 MPa,3.95 ms,NA,0,1,946cea70418ea723b336058d63f678ac,gf98db9952c,train
c69a2a157ba8e,no leak acoustic data/pe-NA-NA-NA-noise logger_1-2_6.wav,noise logger,pe,NA,NA,NA,NA,1,6,b611c0452ce6fb35201497df2807200b,g46286703fa,train
c69b2475fc45a,no leak acoustic data/ductile iron-zone 2-NA-NA-hydrophone_0-1_5.wav,hydrophone,ductile iron,zone 2,NA,NA,NA,0,5,99a62649043a98bd95cfbf12e54c7cc3,ga4d5f79c1b,test
c6a681c8dfaaf,no leak acoustic data/pe-NA-NA-NA-noise logger_2-3_2.wav,noise logger,pe,NA,NA,NA,NA,2,2,fd2b38c295480614e7089b0326a70977,g46286703fa,train
c6a98309679be,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_0-1_4.wav,hydrophone,ductile iron,NA,NA,NA,NA,0,4,7a8c31f58c982df0a0b4f1bad8fa596e,g07ac25f1e0,train
c6ae27e754276,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_2-3_4.wav,hydrophone,ductile iron,NA,NA,NA,NA,2,4,065bdb630dbc50b49c33557c4b89bcea,g07ac25f1e0,train
c6bb81385b39c,leak acoustic data/ductile iron-NA-0.3105 MPa-0.44 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3105 MPa,0.44 ms,NA,0,1,3787b612ac2ff52a6cffe5b864f40188,ge48828f323,train
c6bff6053fa0b,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_3-4_5.wav,noise logger,ductile iron,NA,NA,NA,NA,3,5,e54355165e9ad51ba61b7897f842235f,g07ac25f1e0,train
c6c2f8ee41ebe,environmental noise/unknown_noise-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,unknown_noise,0,,00dde586bdcfbf5834cea2b0db9650bc,gc7f1538dab,test
c6c8a300c1128,leak acoustic data/ductile iron-zone 2-0.3106 MPa-0.77 ms-noise logger-0-1_2.wav,noise logger,ductile iron,zone 2,0.3106 MPa,0.77 ms,NA,0,2,36ed22aacf4c3fbbd86377e30d7afb67,g35d2ca7b03,train
c6c96e4e5fca9,no leak acoustic data/pe-NA-NA-NA-hydrophone_2-3_3.wav,hydrophone,pe,NA,NA,NA,NA,2,3,9ce6f9816917f0da7ceb0c4d9b2022b0,g46286703fa,train
c6cb431993387,leak acoustic data/pe-NA-0.2866 MPa-4.50 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.2866 MPa,4.50 ms,NA,0,1,eca37ec9622716d0efbf5a5eb5a144c2,ge4eb0c7012,val
c6cfb8b366b9b,environmental noise/music_1-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,music_1,0,,edc507cc9f4497bedb36150f7e2f3d6a,g95233a69d9,train
c6d2716b85053,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_3-4.wav,hydrophone,ductile iron,NA,NA,NA,NA,3,,2817c533071f5fcd9a05ff71e924a3ec,g07ac25f1e0,train
c6d2dba66c5bf,leak acoustic data/pe-NA-0.3334 MPa-0.82 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.3334 MPa,0.82 ms,NA,0,1,c0bb0a7eaf015b0600f65f331fdbdfaa,gd37259d08c,train
c6d60068469f4,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_2-3_10.wav,noise logger,ductile iron,NA,NA,NA,NA,2,10,da85cdf1c2d0e848e7c8f4aa3f4b0e73,g07ac25f1e0,train
c6d78327e132f,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_2-3_11.wav,noise logger,ductile iron,NA,NA,NA,NA,2,11,da85cdf1c2d0e848e7c8f4aa3f4b0e73,g07ac25f1e0,train
c6da2e34dbe22,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_2-3_7.wav,noise logger,ductile iron,NA,NA,NA,NA,2,7,a9ef06353c27a6ff48b33b24c62d7935,g07ac25f1e0,train
c6db0cf1a75d1,leak acoustic data/ductile iron-NA-0.3248 MPa-1.05 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.3248 MPa,1.05 ms,NA,0,,36cb79548e79df85a75972b72a202d61,g1052d23d66,val
c6dcf45de59a3,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_0-1_1.wav,hydrophone,pe,zone 2,NA,NA,NA,0,1,38706702e0970e400d35aa8f6ff8f285,g3aa9a8f111,val
c6dde94ea69dc,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_0-1_15.wav,noise logger,ductile iron,NA,NA,NA,NA,0,15,29909fb795a92967e405a7aea9a68385,g07ac25f1e0,train
c6df118b5b0dd,leak acoustic data/pe-zone 1-0.25 MPa-NA-noise logger-0-1_2.wav,noise logger,pe,zone 1,0.25 MPa,NA,NA,0,2,20a0b329020459877aa3975103d1e061,ga2766ef0b5,train
c6df9c056c634,leak acoustic data/pe-zone 1-0.32 MPa-NA-noise logger-0-1_3.wav,noise logger,pe,zone 1,0.32 MPa,NA,NA,0,3,5bcd13a4f4b384e0498c28a86f8aa2a0,gf656471109,train
c6e13730ecfe8,leak acoustic data/pe-zone 2-0.3194 MPa-1.64 ms-noise logger-0-1_1.wav,noise logger,pe,zone 2,0.3194 MPa,1.64 ms,NA,0,1,a35a9f1915add7a297f6c1aa74546279,g6f951867fc,test
c6ecd66d0712f,leak acoustic data/pe-zone 2-0.3034 MPa-1.55 ms-noise logger-0-1.wav,noise logger,pe,zone 2,0.3034 MPa,1.55 ms,NA,0,,0340f2c7334d755468f04e74dfe0f3ec,g38477c0f25,train
c6ed234a13629,leak acoustic data/pe-NA-0.2425 MPa-3.97 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.2425 MPa,3.97 ms,NA,0,1,26e0f40adebfa5ec9e0fcf761bd49acf,g5a209470f2,train
c6eefb3ad7424,leak acoustic data/pe-NA-0.1869 MPa-3.77 ms-noise logger-0-1.wav,noise logger,pe,NA,0.1869 MPa,3.77 ms,NA,0,,6400aa9d2d27fe1570727d585cdddbf0,gdc4d4d1b74,train
c6f404058ca4b,leak acoustic data/pe-NA-0.2428 MPa-3.92 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.2428 MPa,3.92 ms,NA,0,1,40c8f43c3dbd4c15e37571f65e814f00,gebc8b2a613,val
c6f4ebe093b36,leak acoustic data/steel-zone 1-0.25 MPa-NA-noise logger-0-1_2.wav,noise logger,steel,zone 1,0.25 MPa,NA,NA,0,2,04af53693bf105f65344c1b5cf7835c3,g889c1c063a,test
c6f616860ac37,no leak acoustic data/pe-zone 2-NA-NA-noise logger_0-1_8.wav,noise logger,pe,zone 2,NA,NA,NA,0,8,689695a374639e52607cd61d99f6acb1,g3aa9a8f111,val
c6fa86dd717c5,leak acoustic data/ductile iron-NA-NA-NA-noise logger-0-1.wav,noise logger,ductile iron,NA,NA,NA,NA,0,,a3f89ce1182c122f8955919ef8bb18be,g9ce7aed153,train
c6fb5ca298fa4,leak acoustic data/pe-NA-0.3249 MPa-1.72 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.3249 MPa,1.72 ms,NA,0,1,e5bd19c544d5db4b3f29f70c623de115,g9cd3d9a990,val
c702f4e2fcd2a,leak acoustic data/pe-zone 2-NA-NA-hydrophone-0-1.wav,hydrophone,pe,zone 2,NA,NA,NA,0,,538eebc76e9931f71630695df8d3a607,gcff12db88b,val
c705697213775,leak acoustic data/ductile iron-zone 2-0.3235 MPa-0.5 ms-hydrophone-0-1.wav,hydrophone,ductile iron,zone 2,0.3235 MPa,0.5 ms,NA,0,,a03246490a72d53d88bf5881a2a3cd24,gda6e22d87f,train
c70e042ff2fb4,environmental noise/dog_2-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,dog_2,0,,6a9bf5c9c11a75ec1c2bfad1fa393fb2,gc1340893eb,train
c71017ee629b0,no leak acoustic data/pe-NA-NA-NA-noise logger_2-3_1.wav,noise logger,pe,NA,NA,NA,NA,2,1,d2efb8649b90fa180fea83438d31db50,g46286703fa,train
c710479c9da31,leak acoustic data/ductile iron-NA-0.1771 MPa-3.62 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.1771 MPa,3.62 ms,NA,0,1,6f1545ebf04aa8d1db2b84f2871e7bed,gdc4d4d1b74,train
c7118401c58b1,no leak acoustic data/steel-zone 1-NA-NA-noise logger_4-5.wav,noise logger,steel,zone 1,NA,NA,NA,4,,b871089d0e6283ccad7e229248d289e7,ge9b5969de0,train
c71d685142803,leak acoustic data/ductile iron-NA-0.2580 MPa-4.35 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.2580 MPa,4.35 ms,NA,0,,00c095e9820bd2fbbd43bfd0464a7ea3,g5fcdfb219d,test
c71f36c055a0d,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_2-3_6.wav,hydrophone,pe,zone 2,NA,NA,NA,2,6,0ff96119a618427ce2c9cfe7e0c29fc1,g3aa9a8f111,val
c721366fe8a44,leak acoustic data/ductile iron-NA-0.1527 MPa-3.40 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.1527 MPa,3.40 ms,NA,0,,4b06ba7a7ae8356e2f989d5e52d5cb2b,g384d392de3,train
c722b58050aed,environmental noise/drilling_1-NA-noise logger_3-4.wav,noise logger,NA,NA,NA,NA,drilling_1,3,,880b8790406c23a8314b37dc8dbc8e2d,g7318b6ee2e,train
c7273b64f3c4e,leak acoustic data/ductile iron-NA-0.3295 MPa-0.95 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.3295 MPa,0.95 ms,NA,0,,e1a4456108f80b0fc9d136150b520286,gc8581b2bc5,test
c72960a21f1bd,leak acoustic data/pe-NA-0.1545 MPa-3.36 ms-hydrophone-0-1.wav,hydrophone,pe,NA,0.1545 MPa,3.36 ms,NA,0,,573c499a06db754d524b6c0238a3bc3f,gdc4d4d1b74,train
c72cd7b4c5a2f,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_2-3_2.wav,hydrophone,pe,zone 2,NA,NA,NA,2,2,6efc8c3c4ef8a08e814307610be135d3,g3aa9a8f111,val
c73c67806ac52,leak acoustic data/pe-zone 2-NA-NA-hydrophone-0-1_2.wav,hydrophone,pe,zone 2,NA,NA,NA,0,2,b2823ababc26977ee1e0496a8f4a4c39,gcff12db88b,val
c73e11e689b21,leak acoustic data/ductile iron-NA-0.1687 MPa-3.5 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.1687 MPa,3.5 ms,NA,0,1,02b027da3d84ca78f8acb9ce7cf71198,gb06646d0cf,test
c73eef6098927,leak acoustic data/ductile iron-zone 2-0.326 MPa-1.08 ms-noise logger-0-1_1.wav,noise logger,ductile iron,zone 2,0.326 MPa,1.08 ms,NA,0,1,1890f89aa7362b99a1c33b071dbc1ab4,g006526d409,train
c7445a9366cc5,leak acoustic data/pe-zone 2-0.305 MPa-1.6 ms-noise logger-0-1.wav,noise logger,pe,zone 2,0.305 MPa,1.6 ms,NA,0,,e06bb5f06ed6cede96c6a464c5cc6183,gbd8e42847a,val
c745afb819609,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_3-4_3.wav,noise logger,ductile iron,NA,NA,NA,NA,3,3,a0777c59c58b704f01c93dc9ef00e5aa,g07ac25f1e0,train
c7483213409d0,environmental noise/fan_1-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,fan_1,0,,20d12d1430de1d33754fda5e260b19fe,ga837d3d43e,test
c749d0ec0a4da,leak acoustic data/ductile iron-NA-0.3091 MPa-4.64 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3091 MPa,4.64 ms,NA,0,1,e3576fe89d6a134b002058e7d3489e6b,gb8ea2685b2,train
c74f741f43ba0,environmental noise/wind-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,wind,0,,ab70f4562f743c758d3c4b796c0e340b,g006630ce38,train
c75a6f1fb9d12,no leak acoustic data/pe-NA-NA-NA-noise logger_3-4_1.wav,noise logger,pe,NA,NA,NA,NA,3,1,5df632d48e20ba02ef646ce5b4c34f9e,g46286703fa,train
c75b1e79f113e,environmental noise/grass noise-zone 2-noise logger_4-5_1.wav,noise logger,NA,zone 2,NA,NA,grass noise,4,1,5dfd0745a4cd47b725723afffee7891a,g5ac5d63683,test
c75ff7781df3f,leak acoustic data/pe-NA-0.3091 MPa-4.64 ms-noise logger-0-1.wav,noise logger,pe,NA,0.3091 MPa,4.64 ms,NA,0,,a6f2be73976062f42d5478cba5411235,gb8ea2685b2,train
c760afca314ee,no leak acoustic data/pe-NA-NA-NA-hydrophone_0-1_2.wav,hydrophone,pe,NA,NA,NA,NA,0,2,af25931f02172b96e16c0c3185c94674,g46286703fa,train
c76e21dd1d63c,no leak acoustic data/pe-zone 2-NA-NA-noise logger_3-4_5.wav,noise logger,pe,zone 2,NA,NA,NA,3,5,b3eab1f51e06e857452852de969c48ec,g3aa9a8f111,val
c76e9459c1403,environmental noise/dog_7-NA-noise logger_2-3.wav,noise logger,NA,NA,NA,NA,dog_7,2,,9ee29b26f09b12b6c33603947532f796,g04172cba2e,train
c76f22457e9bb,leak acoustic data/ductile iron-NA-0.3181 MPa-0.83 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.3181 MPa,0.83 ms,NA,0,,a54d0f5fb3a00aa13e1ade377fb1cd39,ga1018a2cf2,test
c7720a2ec7f2b,leak acoustic data/ductile iron-NA-0.3218 MPa-1.15 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3218 MPa,1.15 ms,NA,0,1,852df0fae15f5184ef0c63d5ec751f7e,gbd2ed3f884,val
c77262b5c12fa,leak acoustic data/ductile iron-zone 2-0.31 MPa-1.16 ms-hydrophone-0-1_1.wav,hydrophone,ductile iron,zone 2,0.31 MPa,1.16 ms,NA,0,1,62aaaa9671abc66a1d72066fe968be3d,gb8b74c622f,test
c775d0e90fc9a,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_0-1_1.wav,hydrophone,ductile iron,NA,NA,NA,NA,0,1,2e3524e14f928987787adb163ee63c4d,g07ac25f1e0,train
c7788ae6ad436,leak acoustic data/ductile iron-zone 2-NA-NA-noise logger-0-1_6.wav,noise logger,ductile iron,zone 2,NA,NA,NA,0,6,0a96a6a776f1c01bad1c8672fa4ff861,gf731e64668,train
c77973a5795a4,no leak acoustic data/pe-zone 2-NA-NA-noise logger_2-3_6.wav,noise logger,pe,zone 2,NA,NA,NA,2,6,da403bbaeb7bfb44bfc4d582af32800b,g3aa9a8f111,val
c78ceb69df9e6,leak acoustic data/ductile iron-zone 2-0.31 MPa-1.16 ms-noise logger-0-1_1.wav,noise logger,ductile iron,zone 2,0.31 MPa,1.16 ms,NA,0,1,bd3983585e7681821c2d44f6a0e4a1a5,gb8b74c622f,test
c7969746958c1,leak acoustic data/pvc-zone 1-0.25 MPa-NA-noise logger-0-1_1.wav,noise logger,pvc,zone 1,0.25 MPa,NA,NA,0,1,401e9dbb1150ed58787b0378a85b8cfa,gf5e9dbcfbb,test
c79ae22d51d84,leak acoustic data/ductile iron-zone 1-0.25 MPa-NA-noise logger-0-1_1.wav,noise logger,ductile iron,zone 1,0.25 MPa,NA,NA,0,1,69df010d2b5e34bbdb84a4fc72c94d70,ge9bff57254,val
c79d76b0a85c9,leak acoustic data/pe-NA-0.3256 MPa-0.52 ms-noise logger-0-1.wav,noise logger,pe,NA,0.3256 MPa,0.52 ms,NA,0,,f8e84a59e019de96366747ee9bb4fa47,g728a375c18,train
c79fef86e0ef4,leak acoustic data/pe-NA-0.1803 MPa-3.68 ms-noise logger-0-1.wav,noise logger,pe,NA,0.1803 MPa,3.68 ms,NA,0,,c8d25e07d63e237ed66c8619f050d7eb,gb6e25e47de,train
c7a04b26ecb1d,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_0-1_7.wav,noise logger,ductile iron,zone 2,NA,NA,NA,0,7,3d3a2c9bf0563b61c4882fcd32d11a69,ga4d5f79c1b,test
c7ad362fcc94d,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_1-2_9.wav,noise logger,ductile iron,NA,NA,NA,NA,1,9,4aab9ef5bc0bcc61b9e1bb8ffb0a0534,g07ac25f1e0,train
c7af8599a5170,leak acoustic data/ductile iron-zone 2-0.31 MPa-1.16 ms-hydrophone-0-1.wav,hydrophone,ductile iron,zone 2,0.31 MPa,1.16 ms,NA,0,,b41d80c8fb11f847a7486ed22a6c9eab,gb8b74c622f,test
c7b06db61af9a,leak acoustic data/ductile iron-NA-0.2425 MPa-4.01 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.2425 MPa,4.01 ms,NA,0,,8ec9d586413978920ef8d205f8aa32f6,gd5a38bc872,train
c7bbbb99ecc43,no leak acoustic data/ductile iron-zone 1-NA-NA-noise logger_2-3.wav,noise logger,ductile iron,zone 1,NA,NA,NA,2,,6a95b953d68fd8555c21f4734c0f145c,gd2da168526,train
